日期,收盤價(還原權息),成交量
2007-08-22,26.28980255126953,1246600
2007-08-23,26.50873565673828,1423400
2007-08-24,27.106353759765625,725600
2007-08-27,27.233579635620117,911000
2007-08-28,26.15370750427246,1122800
2007-08-29,27.390398025512695,658000
2007-08-30,27.115236282348633,734200
2007-08-31,27.955463409423828,1209000
2007-09-04,28.345998764038086,906200
2007-09-05,27.68919563293457,1693000
2007-09-06,28.103408813476562,844200
2007-09-07,27.547191619873047,774000
2007-09-10,27.35785675048828,691800
2007-09-11,28.141864776611328,545000
2007-09-12,28.059019088745117,832800
2007-09-13,28.337120056152344,796800
2007-09-14,28.378549575805664,596800
2007-09-17,28.11820411682129,639200
2007-09-18,29.437711715698242,1107600
2007-09-19,29.502809524536133,1958600
2007-09-20,29.30753517150879,925200
2007-09-21,29.80754280090332,1333000
2007-09-24,30.1773624420166,2047000
2007-09-25,30.203989028930664,846000
2007-09-26,30.42884063720703,1196200
2007-09-27,30.949546813964844,1423600
2007-09-28,30.7039737701416,1326400
2007-10-01,31.88445472717285,2959600
2007-10-02,31.774999618530273,1406200
2007-10-03,31.289772033691406,844200
2007-10-04,31.567880630493164,787400
2007-10-05,32.425865173339844,1721000
2007-10-08,32.130008697509766,1110600
2007-10-09,32.476165771484375,1268600
2007-10-10,32.692134857177734,1273000
2007-10-11,32.5412483215332,1936800
2007-10-12,33.03236389160156,859200
2007-10-15,32.810482025146484,1528400
2007-10-16,32.085636138916016,1376400
2007-10-17,33.03236389160156,1691800
2007-10-18,33.177337646484375,1545600
2007-10-19,31.535335540771484,2312000
2007-10-22,31.952489852905273,2213200
2007-10-23,32.721717834472656,1494600
2007-10-24,32.42882537841797,1649400
2007-10-25,32.810482025146484,1326800
2007-10-26,34.064903259277344,1150000
2007-10-29,34.64183044433594,1794200
2007-10-30,34.00870132446289,1649200
2007-10-31,34.69803237915039,1584600
2007-11-01,33.47615432739258,1592600
2007-11-02,33.653682708740234,1562800
2007-11-05,32.840065002441406,1457200
2007-11-06,33.84597396850586,1576000
2007-11-07,32.556034088134766,1562200
2007-11-08,32.85190200805664,3526400
2007-11-09,32.141841888427734,1681600
2007-11-12,30.419958114624023,2033600
2007-11-13,32.48503875732422,2019200
2007-11-14,32.63296127319336,1260200
2007-11-15,31.893321990966797,1619600
2007-11-16,31.94658851623535,1038000
2007-11-19,31.06492042541504,1038800
2007-11-20,31.479110717773438,1361000
2007-11-21,30.002798080444336,1948200
2007-11-23,30.550138473510742,1549800
2007-11-26,29.08268928527832,1447000
2007-11-27,30.50575065612793,1844000
2007-11-28,32.01167297363281,1972200
2007-11-29,31.745391845703125,2063200
2007-11-30,31.739486694335938,2707600
2007-12-03,31.81048011779785,1260400
2007-12-04,31.7542724609375,1549600
2007-12-05,32.940650939941406,1479400
2007-12-06,33.239479064941406,1472800
2007-12-07,33.03828811645508,1295400
2007-12-10,33.020538330078125,1065200
2007-12-11,31.641845703125,1857200
2007-12-12,32.55308151245117,1347600
2007-12-13,31.970247268676758,1423800
2007-12-14,31.076759338378906,1419800
2007-12-17,29.662582397460938,1742800
2007-12-18,30.443628311157227,2066800
2007-12-19,30.576765060424805,1370800
2007-12-20,30.680309295654297,1711600
2007-12-21,31.493919372558594,1102800
2007-12-24,32.08744430541992,701600
2007-12-26,32.322547912597656,1081400
2007-12-27,31.653377532958984,782400
2007-12-28,31.776968002319336,1095200
2007-12-31,31.43936538696289,1039000
